Annual_Income,Spending_Score
-5.772477606732309,-4.818215975497783
6.768245950656803,-5.424569774361025
5.796159382274439,-6.239966712993411
7.096021658319073,-5.272611751979644
-5.725560680942528,-9.316889137416556
-6.514347838469613,-8.842653627580383
-9.418437048656108,-3.594182207137671
-9.078976002889863,-5.215924965371257
-4.985928721360708,-10.367566263137626
7.850371355867743,-5.896753125822607
-5.167658579634685,-11.466218741029756
-5.776666516638486,-10.517230706909794
-9.152582473195958,-4.449134249999736
7.260565216528071,-6.45013342819425
6.479672683805225,-5.52498292977978
-3.0897025875752204,-9.855642592937834
-7.095246488896043,-9.53197978487122
7.9946518317581,-7.089269387159306
-4.996636579223275,-10.49392605424421
-6.296303139833391,-10.471188312685856
7.910397245830252,-6.2205820127925815
5.957630209284478,-6.48481792771324
-8.781319204938475,-2.506848128757273
6.215694184499861,-6.521244387924818
-6.096562186553237,-11.489298508808949
-8.284088472425449,-2.886832189568846
9.327599498765323,-4.9987675200966
-4.105847118495224,-10.115835759513388
7.373496094691283,-6.4520974185681
7.730948475713394,-5.639966943599254
-6.828001510346076,-9.652520104525978
-7.071678790104387,-10.349516208891906
7.819693072600928,-5.011751828387515
-6.178830000809136,-10.218163602569575
7.300965908833977,-3.667406683247694
-5.237149345167423,-9.78590465447905
-7.348186708953023,-2.829345555106052
8.027770924433776,-7.617291371115837
-5.838983958287791,-8.895502079112442
-5.611307430631644,-9.386852886108658
-7.151018813470122,-9.097989352432045
-7.62435166174296,-4.840069034787911
-7.556837668862794,-4.810568851778838
-7.8051936795138435,-5.087010562471078
-5.722712854635636,-9.314262056350284
-5.561725635577471,-7.402209391255817
-5.267311978989125,-10.032381434949206
-9.564476701952213,-5.128983742869421
6.3319364099257225,-6.813604605841473
9.266978210225224,-5.844431132755903
7.3006869158300605,-5.899418935093712
-7.624460080994519,-4.152859771751132
-6.365725010899106,-9.73967191004199
9.269014914018706,-4.420430101193653
8.957918557120575,-6.037762714762757
-4.247231259967993,-9.204016993499415
-5.460571641983742,-2.928091395434822
-9.757928553032295,-3.870349010066189
-8.855690456680893,-4.506639543073037
-5.560343544945428,-12.78302323481829
-3.753847925930465,-10.424769820767946
7.010204321161396,-5.8792380092924335
-5.599916609975777,-8.995639924456158
-8.436726711316847,-2.619840102752157
-6.255322558681102,-7.216868962070266
-7.573255924805912,-4.073338990991855
-5.472331641523896,-8.637269106453926
-8.494137899990443,-3.954975477127192
9.39576455068278,-4.772331752914562
7.232724204323286,-5.301149973904643
-6.466648367954001,-10.446152873872352
7.931626447639649,-6.379743524809061
8.080147840877466,-4.852819608948964
-7.972345517504969,-3.408806370904572
8.4487874271864,-5.18495900378087
-8.535957728732436,-3.009351479017859
7.563397955844946,-6.31228091398896
-7.573818518588967,-3.622498304484252
-4.9785393023878255,-9.101877760350067
-7.712237296171148,-4.578749634648747
6.912289135669534,-6.828456500240668
-7.694172901015389,-4.944001472640129
-3.899642588818344,-9.27510167901613
-6.6305444592332,-10.477238025710058
-8.177263257467725,-3.849255879196799
8.9837127823826,-5.1812078967422
-8.15074548633967,-3.320613904173469
-8.884523447666956,-2.7913185612641627
8.105544688634145,-6.232911251186289
-4.545171180841539,-8.43073146586827
6.569576255174293,-7.154678342467092
-9.618580779578496,-3.2327908222078405
8.088979960361863,-4.748900462057533
-5.332143439909317,-10.895529746722008
8.62805746131758,-5.505314228395348
-6.263294432701685,-10.357375006353989
-3.804729853918357,-9.644905015388124
7.214017656307872,-5.612706871656367
7.187007583807201,-7.120907219682833
-6.338112589200564,-8.821901251166759
7.49408827247882,-6.248765522012543
-5.7620549577948434,-8.866894494586676
8.610959992880785,-7.284994332027164
-7.433947253949869,-3.0838985066751503
-7.565229660061903,-3.318944878763625
7.182240967064441,-6.548121395710837
-5.1800801709771065,-9.386543658468227
-7.236490861858252,-2.651680025596064
-5.626649217730007,-10.056760142983595
7.41311113663203,-5.318669294184291
-6.959889450400667,-4.643479572288777
-9.735558417117456,-3.395069511755275
6.739295481564445,-4.793243930358831
-3.199005523629884,-9.26242228399157
-8.229078068278724,-4.896419590240949
6.405136079612024,-5.093347792562553
-8.231022338400415,-4.174744044594717
-4.3287370128385945,-10.51772033093494
-5.007219822554832,-9.776411299261412
8.26514963951477,-4.5044771939354185
-7.811412029004247,-4.403732634546854
-5.233403634241217,-10.811815014987287
-6.518539326654697,-4.166845444818027
-8.782542621303831,-4.243353375662551
-6.244375379784566,-9.34058341908008
-8.428490662649818,-3.567006773310057
-5.977934924023442,-11.044127415310534
6.4396513256273735,-4.5022357668422295
6.998247879359153,-4.543563721784592
-6.772768677985422,-3.644357695826925
7.01985198242693,-6.051646574256341
-5.26577223457089,-10.250287966545155
7.455870866198394,-6.545945571126117
8.010500159068505,-3.742185329996426
-4.502018543726318,-9.580550816411614
5.827356379011669,-5.886234603666752
10.056333400819474,-6.396157235739743
-8.84897733455243,-5.7604074731311545
8.00420693989846,-5.786015554985843
7.987787424579748,-4.761356096156547
6.315775485401908,-5.728688863283439
-5.881781190920531,-10.457349987282305
7.585079817092874,-5.455519155122041
7.034239646056422,-5.543337912082596
-5.675516414101455,-10.334438605994386
-7.953947349915979,-6.09232489222232
7.621949971146324,-5.928054670740137
-10.004812977984413,-3.897359293845561
8.049213426635234,-6.214611195090734
7.579874056014226,-5.736695533602872
-8.145673971685575,-4.093873491081936
-6.006283405206874,-9.627499602581182
-8.605361107622722,-3.9095464630628136
7.383045104804932,-6.8554688393949474
8.50435533845638,-5.404283730391687
6.381967824241704,-6.56552031942862
-8.236823434902266,-3.127430524862054
-7.298865298326507,-5.10081907297433
-6.60969855169225,-4.4796840926297765
8.299893717432502,-5.833265831692612
-3.466982273388899,-10.221515473200984
-5.434198783454606,-9.843577493515744
7.526910578534998,-6.45747826163446
-5.905972896481176,-2.965630719003547
7.485263535730383,-6.497473685354993
-8.158173673803402,-6.405541003902442
-4.092647034093079,-9.545001087329467
-6.386535473444673,-9.4068562626841
7.820547825552971,-4.440043023290388
9.353636083337657,-6.290331477482124
-4.938797832918565,-8.919808951198954
-9.009461270137066,-4.419610641911263
-6.805074087140039,-2.909942757735464
-6.169619442747534,-11.822933501121137
-8.086872436358249,-4.854033094956719
-3.5981586966503745,-9.016384649777397
-4.735223616770506,-8.352011859413828
-7.04731008727105,-2.637409184344156
-9.595930042636173,-3.142113079843338
-5.946231777927421,-7.634446428480869
9.719916850302328,-3.715775560657952
-8.084337890646584,-4.718100711686756
6.396830907429948,-4.737292324825311
-3.907251728150519,-7.975646796092773
-7.671690237228978,-5.409177219256058
-3.39253533170916,-8.31298180708858
-8.046473850499229,-3.2080947764697703
-2.5853634691694047,-9.538983589293238
-8.225599252929047,-4.619558484233384
-8.328813811995891,-2.082793926597917
7.790969086800541,-6.06736371644148
8.453277354199955,-5.777718357068677
-4.3672601541647005,-9.042101862937734
-5.805636450329208,-9.981095294668007
-4.819628927231994,-8.740365634100884
7.7695186938117855,-6.059915444000229
-5.92926020849947,-10.808940030449005
-6.880415946436823,-2.598946989639378
-8.650340944897001,-4.479628045132167
-6.89644662938627,-5.195634779129784
-3.8241010721746,-11.268281262111474
-7.041078989010753,-4.134603064608436
-8.813783231596831,-5.582909558140789
-5.667086191280125,-10.809801199293698
-5.338165913657349,-10.937524902990134
7.260420882903031,-6.434199683523958
-8.03031300028955,-3.500405034003503
7.079916775018227,-4.911163940812608
7.1805415787664,-6.185631560414113
-8.849989721471946,-3.4888620273264337
5.685531136011986,-5.878715253764253
-7.508702670288224,-4.817127335010916
7.704910205018009,-6.171193143283941
6.029583847489021,-5.586405668549575
-7.80328225013184,-4.457704668268982
-8.862066371757576,-2.286062876756697
-8.571906272599225,-4.309606605941674
-8.03181395261051,-2.915051992530122
8.685730586366972,-8.089017399728402
-7.167793860855237,-5.980663233709123
-5.88447215477296,-9.553808810120069
-5.500578656808379,-10.04729108246462
8.504979453119589,-6.203174009382213
5.995950690449321,-6.219170899667633
-9.63566941746695,-5.15623042048545
8.028231141747685,-5.5954826500449775
-3.1418441661339016,-9.664569592117894
-7.693475505531029,-3.447467592887204
-4.84460950417126,-9.918055538214071
-8.495342395739613,-3.7767063138871744
8.243653340179481,-5.977560323424683
7.058905980482124,-6.350711928097762
-7.931946488849176,-3.876117099342788
-7.727489515750624,-3.5997018928330564
-4.543928287452715,-10.220243403940648
-7.55262616551009,-4.381446094260201
-4.423538079450186,-9.916148131389228
7.243118466189055,-6.17315409354876
-7.881246198044878,-4.565727742507891
-9.582531866105048,-2.914262014731454
-6.031808606130464,-10.064352349624158
-5.0938610697359525,-11.841190710982184
-5.378845200381833,-9.941788200380811
7.811429899430023,-5.17734715905617
6.235048606325601,-5.818815896567929
-4.697438220750466,-9.166883587525792
-3.8290449501454527,-9.170384708868331
-6.110946981830703,-9.68199659689097
8.671279104710884,-5.707925280048633
-6.996954251240666,-3.5890448591926427
-4.628476790820578,-10.143568422788231
-9.208868286251692,-3.294007513833491
-6.077762928281978,-5.060286395139249
6.972376901149727,-4.56964470273628
6.738861912694443,-6.553878771785338
5.724353579061265,-4.476877074824725
-4.081941466985822,-11.609659419816929
7.758728382443016,-5.533152241978515
7.809991551573392,-5.031122762641422
-7.811277350849214,-3.932820504648524
-8.301804845095216,-4.310989720452866
-8.003783884953286,-3.4211381802184904
-4.635899883236985,-8.666180597002425
7.273354515750961,-6.159394138674094
6.353265904651121,-5.381714641859402
8.149188742674866,-5.810320967973704
-9.022897070959065,-4.530156586510383
-4.64698897881576,-11.42073210659298
-8.973136156664214,-4.1750480165907335
6.601222758009843,-6.295101446650663
7.797943599323069,-8.390212996930194
8.632954386089498,-7.302142549070188
-9.20453357306528,-3.08558838205434
-5.725466815369969,-10.220207128179224
8.441831203780147,-6.632371070833006
-6.771312015853983,-4.966916252918057
-5.421088611132429,-8.941217722881143
-8.868537398554283,-6.58932741940322
-6.649592328907302,-3.711831286529532
8.6192156831523,-5.650949626056496
6.765939862820407,-3.900997124998456
-6.597381657816906,-3.2084218345196613
-4.871660697109314,-7.11698362249536
-5.860187199226576,-9.61211338955546
-7.41705703979792,-4.401671455223217
-6.66273675277711,-9.391627176901796
8.177057754169846,-7.443325889886138
-6.113525649258761,-8.826392373049508
7.651272843446723,-4.132188247985628
-4.849735065634569,-8.970157918519371
6.633656085099947,-6.646246412213884
-6.42923990990589,-4.2668907169280095
-8.536185605383555,-4.628114252461179
-4.417252840557632,-10.618769779018985
-5.280095565140714,-11.327111588553969
-9.34541422789528,-3.531082131671518
9.000581594487041,-7.639429175414577
8.25544483487868,-4.612559962746591
8.814398717063913,-6.266403177564323
-7.1151296694519335,-4.597110070266005
-4.71490497993725,-9.978767626513047
-9.449927510887017,-2.174975839085744
-9.274020265185506,-5.427550177086122
5.574296582786058,-6.838712613247646
-5.04834502854022,-10.915271848661549
-5.743053880800033,-9.781249335195636
-4.47155129731802,-11.034409419099536
8.798187647511522,-5.216605793553608
-4.389231872721636,-10.513216697627447
-5.180923499102724,-9.739648665344754
-4.170602297323612,-9.44488446962601
-7.0673114197985765,-9.933045971943177
-6.965613998747758,-9.850396706470908
-6.524074628643929,-11.037479196699332
8.244997351295059,-8.442674443816838
-7.330475371145003,-5.17849511084249
7.230678782241688,-5.544069023597852
-4.852401161809897,-9.6483855570034
-5.344421252746381,-11.294943485454487
-5.152939251304503,-9.35475743656188
-3.871189752212163,-10.856729895478129
8.817957209854303,-5.783891098991745
8.12588574634752,-6.771599768665192
-9.570288325922125,-2.989403878704912
8.465083761013423,-5.493864739422826
-6.509141066275898,-10.870555483766225
-6.4304469147203935,-10.741417053141518
-9.045595064470051,-3.169001809994948
8.930984561143147,-7.154522559438898
-9.29336141206755,-3.83189275950913
8.014454880368742,-4.690160694473803
-8.76924736850267,-3.6842557126932656
8.098049488891887,-5.35583205753781
5.9282081688768935,-3.982925018279529
7.495154960867688,-6.659298037196336
-5.653647271965537,-9.46517800174232
-7.882787239407621,-3.3142963206072027
-5.330862400836639,-10.434057960990716
-9.306381941479954,-5.076523898639676
-6.952314180407118,-3.2438458771187912
9.361399531864675,-5.927014090873272
-4.280153535361032,-9.361791054430702
-7.028829591294246,-5.9408825100166025
7.583105670320105,-7.013145194119929
7.769726017884095,-3.5800993842894515
8.244572649203675,-8.03447082722236
9.387525492806027,-6.6455380852906405
-6.91103427548163,-10.133188783108729
-7.578865251176014,-3.394774188227699
-8.46549886101969,-4.828415511761079
-6.136038324919171,-10.093015016222823
8.366710086577626,-5.7982717700914765
9.937015700999076,-4.993159484399552
-5.536141485769777,-9.405289861421686
-6.389301402369735,-10.167418454206182
-7.551309370635872,-11.496582304359585
7.003269555616832,-6.221338304838156
-5.031691174542761,-10.308768925344667
7.9857439370717085,-6.968298984976048
-6.208433594809426,-9.737974313218402
-7.833062848721827,-2.8763372389697874
6.169180828550223,-5.270287443505529
-8.531050896051037,-2.9337250268015063
-5.056843354877351,-10.391639608643692
-9.486848268473182,-3.4777487435087897
-8.185501486408715,-3.775076121796455
-8.592040752523937,-5.232236004821629
7.247200597945159,-4.157473751603035
-6.390880825177528,-3.474865246133035
-4.208993349325936,-10.680397081834114
-9.353557746680163,-3.1879345482354275
-5.234942573372074,-8.853012542011808
-6.911154399132262,-9.379237882972086
8.711820420860182,-5.256980508873675
7.998587185218287,-6.458307987791318
-7.317463923650943,-2.246661761676293
-7.748057798024663,-3.937780861686956
8.049826931562727,-5.507226064880035
7.850793577741888,-6.550564760657909
-4.847283812042184,-7.3271437947264815
-7.939039012812705,-2.909281690216792
-5.124380580925639,-10.984365062030466
-9.05223880267587,-5.614413857287813
-8.356246816926038,-4.342891792981704
-7.744180017484433,-3.563589666109993
8.45073106854163,-5.889263138597295
-4.774735011217155,-10.172999433242198
7.802838674295678,-5.9968349243530845
-8.902600326589488,-2.797523513961755
7.118258233743153,-6.117316323105297
5.508355436297325,-4.667965788134045
7.859908328384453,-3.510464357526778
8.227440824465798,-4.923459300060143
-4.703880739726993,-10.118524536748565
-7.155673609907921,-4.321708457818886
-6.827970469088852,-4.548259359719474
-5.404360175424539,-10.97465680612829
-3.9997065289558034,-9.283874135419277
-8.353593134937912,-5.694582345138287
-10.440165759285463,-4.850981222885936
-7.940419824174772,-4.848734604947349
-3.5370586652662457,-10.36108501666897
6.768464014557172,-5.891138194817028
-8.033427782877936,-4.976284281288209
-7.202919374277544,-4.811050940237019
8.51315769901823,-6.899483369535232
8.196381659987706,-6.171054370635263
-3.967305990814417,-11.743593658380547
-4.5943432473353285,-8.58345521655223
-3.556304213337085,-9.558800595265454
-4.072004520124549,-9.715811817093511
-6.145330207245411,-9.600209550977604
-5.999858622759542,-10.504273298847965
7.859879002361195,-6.274515860576919
-4.032698979118052,-11.265331472978035
-5.647474339071318,-9.543641726667166
-4.31130004430744,-8.415326368023514
-8.74924971111416,-5.305544448224862
8.68522004796342,-6.289154648620437
-4.462203485090818,-9.309096473793236
-7.001985519124283,-10.698593772110318
5.406941140408845,-6.784265120609296
-8.096036276849198,-3.5124311385364937
-8.169330647939844,-4.68782833322963
-6.375408584380826,-4.562258681431913
6.886002688228141,-6.166610376438364
-6.86546489048702,-4.463459189536122
9.104221691658791,-4.695444141798425
-2.8494343338593198,-8.810567473142395
-9.26271580026911,-4.388035699257845
-7.302227587002914,-5.397473458593079
-6.919043048390713,-5.144552384129974
-8.617648434874889,-3.787941640205633
-5.793833995129939,-10.02535658372161
-9.452483336355748,-3.933777999894968
-5.959227034161793,-10.863374532881862
-8.114820887672053,-2.7893834965881465
6.859154929918982,-5.171383122869043
-7.790529383276117,-2.897191318880205
-6.452917428715036,-9.096302915995636
-7.523673653549982,-3.919435669099373
7.451516366613531,-7.230225187707504
-8.186191680809735,-4.111026277281527
7.294403451974293,-7.409922283900816
-8.412256870729323,-5.531729992140791
-3.67975368600078,-10.310047778889931
-6.313736589795802,-4.091117757458723
-4.5474998105212725,-10.243722619752711
-4.293247874726684,-10.564162996122665
-5.47849800140417,-11.143524501800831
-8.454716258049746,-3.112880700278383
-6.736442625728062,-5.552235389396008
-9.584232232524624,-3.669197015902531
9.160488539696535,-7.823921114847394
-8.499233807831294,-3.739719163065372
-5.232289824660644,-8.953500517008452
-4.405690620285849,-10.410787776472128
-5.992165637304593,-8.875819544742008
7.446477877684277,-6.941032814689709
-8.289076714750204,-5.017542703781949
-5.153523660790658,-9.93258020813255
-8.520733605755712,-3.65153355718858
8.027222057699271,-6.65065073187299
-7.397107329637797,-2.8002783478133093
-8.163603367151536,-5.015418502375547
-6.540027008933772,-2.756757188446457
-6.572192959208499,-8.356553603962858
-7.567380512223319,-4.668424696112594
-6.401938422650432,-3.356550079160223
-4.3102406758369325,-9.509940245592595
-6.003344156770025,-10.35029902779363
-9.223304063227705,-5.09635742372674
-4.989299191330589,-10.484877662414217
-5.390386494168475,-10.706874096028232
-5.43762443842012,-9.699852239238648
7.158058294929575,-5.313920326868848
-6.719137750566195,-4.686150883561328
8.844824564338172,-6.085647811465984
-4.557589386522565,-9.299707084232177
9.10767788642622,-6.145340284762066
6.914889165033394,-6.61634315626367
-7.525234477372552,-4.882811331413088
-7.486109607501034,-3.583398839232159
-4.551546357482191,-10.958101439671475
7.964389679890385,-5.648391328801235
-4.47208753509851,-9.800499607536889
7.14614211386584,-4.904875703346561
-5.848859325994335,-10.528225703606662
8.580069854039673,-6.0689889431486295
-6.706688275752756,-4.2021738191394045
-9.45161060320703,-3.1785495237178822
-4.71287403206885,-8.636353609163178
6.005978578436592,-5.847156079539877
4.737156501831785,-4.6992050854968905
7.83882133029344,-5.445929726198846
-8.390836289047495,-5.794915112212309
8.297068915330529,-5.6209135941023565
-8.643252455283072,-3.1082788489717945
-4.402208962761782,-9.104810815795574
